Open,High,Low,Close,Volume,Close Time,Quote Volume,Trades,Taker Buy Base,Taker Buy Quote,Ignore,ema_fast,ema_slow,macd,signal_line,histogram,signal,position,cash,total,holdings,daily_return
82548.36,82554.15,78694.99,79614.35,10204.27054,2025-04-06 19:59:59.999,820428020.0351715,1388058,4243.47036,340885627.5605041,0,82570.18184576379,83017.2945922993,-447.11274653550936,-184.26653452105185,-262.8462120144575,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
79614.34,79890.16,77153.83,78430.0,11784.80782,2025-04-06 23:59:59.999,924896438.1932576,1454703,5353.6214,420355170.4702772,0,81933.23079256936,82677.49499286972,-744.2642003003566,-296.2660676769128,-447.9981326234438,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
78430.0,79347.46,77354.0,77707.77,8315.40751,2025-04-07 03:59:59.999,650996594.4181832,1314309,4161.59797,325793829.2053544,0,81283.15990140484,82309.3672156201,-1026.2073142152658,-442.25431698458345,-583.9529972306823,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
77707.78,77984.0,74508.0,75126.01,18943.308,2025-04-07 07:59:59.999,1436350187.4198275,2207704,8857.91535,671492024.7498559,0,80335.90607041949,81777.26668112972,-1441.3606107102387,-642.0755757297145,-799.2850349805242,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
75126.01,77577.88,75085.74,76685.62,10044.53318,2025-04-07 11:59:59.999,768541719.4624505,1551022,5452.36697,417022238.1200169,0,79774.32359804725,81400.10766771271,-1625.7840696654603,-838.8172745168637,-786.9667951485966,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
76685.62,81243.58,75789.01,78479.9,27708.97146,2025-04-07 15:59:59.999,2175260004.579044,2736060,13957.33944,1096284769.255976,0,79575.18150603998,81183.79598862288,-1608.614482582896,-992.7767161300702,-615.8377664528258,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
78479.91,79365.46,77313.2,78130.44,8830.92097,2025-04-07 19:59:59.999,692754784.0937433,1382173,4306.18089,338000895.098947,0,79352.91358203383,80957.62147094711,-1604.7078889132827,-1115.1629506867127,-489.5449382265699,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
78130.43,80218.88,78102.91,79163.24,4544.38977,2025-04-07 23:59:59.999,360710734.17739874,545328,2340.44212,185781299.2542462,0,79323.7330309517,80824.70432495103,-1500.9712939993333,-1192.3246193492369,-308.64667465009643,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
79163.24,80867.99,78772.14,79904.0,4941.96291,2025-04-08 03:59:59.999,395167154.41609526,793023,2411.87521,193038449.7101908,0,79413.00487234375,80756.50400458429,-1343.4991322405403,-1222.5595219274976,-120.93961031304275,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
79904.0,80413.49,79219.9,79496.0,3302.12711,2025-04-08 07:59:59.999,263190186.2985843,524945,1488.71089,118631207.0680275,0,79425.77335352164,80663.13333757805,-1237.359984056413,-1225.5196143532808,-11.840369703132183,0,0.0,9869.954826000001,9869.954826000001,0.0,0.0
79496.01,80077.65,78819.65,79982.0,4257.73055,2025-04-08 11:59:59.999,337206514.6485284,590936,1926.21724,152645880.3919534,0,79511.34668374909,80612.67901627597,-1101.3323325268866,-1200.682157988002,99.34982546111542,1,0.1,1863.7566260000012,9861.956626000003,7998.200000000001,-0.0008103583188576735
79982.0,80375.0,78175.14,78497.99,8857.72421,2025-04-08 15:59:59.999,703422922.0842808,1457849,3974.99972,315824014.39128447,0,79355.44565548,80456.03538544071,-1100.5897299607168,-1180.663672382545,80.07394242182818,0,0.1,1863.7566260000012,9713.555626000001,7849.799000000001,-0.015047825256983782
78498.0,78522.72,76334.65,76854.05,10762.74484,2025-04-08 19:59:59.999,831220757.6194042,1515603,4484.02173,346382209.4461638,0,78970.61555463693,80189.22165318584,-1218.6060985489166,-1188.2521576158194,-30.353940933097192,-1,0.0,9541.476221,9541.476221,0.0,-0.017715387817350825
76854.05,77285.5,76239.9,76322.42,3195.03101,2025-04-08 23:59:59.999,245070242.0355678,630395,1418.90552,108849006.1077303,0,78563.20085392355,79902.791901098,-1339.5910471744428,-1218.5199355275442,-121.07111164689854,0,0.0,9541.476221,9541.476221,0.0,0.0
76322.42,76868.28,74620.0,75073.33,9779.68513,2025-04-09 03:59:59.999,740754954.1553855,1444302,4108.49537,311289663.33526754,0,78026.29764562762,79545.05398249814,-1518.756336870516,-1278.5672157961387,-240.18912107437723,0,0.0,9541.476221,9541.476221,0.0,0.0
75073.34,77979.3,75000.0,77694.12,9140.27184,2025-04-09 07:59:59.999,702615734.3333377,1111545,4869.28598,374294299.8319393,0,77975.19339245414,79407.94776157234,-1432.7543691182073,-1309.4046464605524,-123.34972265765487,0,0.0,9541.476221,9541.476221,0.0,0.0
77694.12,77880.0,75756.86,76230.01,7898.75408,2025-04-09 11:59:59.999,606049467.147711,1005598,3765.98575,289014505.1601298,0,77706.70363976888,79172.54496441883,-1465.841324649955,-1340.6919820984328,-125.14934255152207,0,0.0,9541.476221,9541.476221,0.0,0.0
76230.01,78318.46,76010.21,77258.0,9835.2769,2025-04-09 15:59:59.999,759439257.3647902,1423700,5174.36367,399595585.5665004,0,77637.67231057366,79030.72681890633,-1393.0545083326724,-1351.1644873452808,-41.89002098739161,0,0.0,9541.476221,9541.476221,0.0,0.0
77258.01,82990.0,77136.0,82332.08,26584.65756,2025-04-09 19:59:59.999,2156326000.587497,2023585,14696.28347,1192411002.1291778,0,78359.8888781777,79275.27149898735,-915.3826208096434,-1264.0081140381533,348.62549322850987,1,0.1,1300.0350130000006,9533.243013000001,8233.208,-0.0008628861833642754
82332.08,83588.0,81987.89,82615.22,12249.64221,2025-04-09 23:59:59.999,1015045842.6337744,732522,6877.21534,570398986.936246,0,79014.55520461191,79522.67509165495,-508.11988704303803,-1112.8304686391302,604.7105815960922,0,0.1,1300.0350130000006,9561.557013000001,8261.522,0.0029700281385243166
82615.22,82753.21,81472.84,81775.2,5457.92235,2025-04-10 03:59:59.999,448820479.9614356,539501,3002.46361,246986015.7645716,0,79439.26978851778,79689.5287885694,-250.25900005162111,-940.3161749216284,690.0571748700073,0,0.1,1300.0350130000006,9477.555013000001,8177.52,-0.00878538922957739
81775.2,82344.3,81292.99,81595.81,3599.59614,2025-04-10 07:59:59.999,294944725.39852273,468989,1734.39891,142164121.317223,0,79771.04520566888,79830.73480423092,-59.689598562035826,-764.19085964971,704.5012610876742,0,0.1,1300.0350130000006,9459.616013,8159.581,-0.0018927877469868681
81595.81,82130.43,81349.0,81882.01,3109.18957,2025-04-10 11:59:59.999,254190088.86276847,567991,1458.65234,119288608.4013706,0,80095.80902018136,79982.68111502862,113.1279051527381,-588.7271066892204,701.8550118419585,0,0.1,1300.0350130000006,9488.236013000002,8188.201,0.003025492785401651
81882.0,82466.35,78606.06,78757.0,12186.07063,2025-04-10 15:59:59.999,983526903.6153325,1438317,5666.84995,457666931.2006639,0,79889.83840169192,79891.8899213228,-2.051519630884286,-471.3919892775532,469.3404696466689,0,0.1,1300.0350130000006,9175.735013000001,7875.700000000001,-0.03293562676685502
78757.24,80058.96,78464.36,79649.34,6868.94347,2025-04-10 19:59:59.999,544303816.4972908,1168736,3372.36224,267239706.74793887,0,79852.83864758546,79873.92326048408,-21.084612898615887,-381.3305140017658,360.2459011031499,0,0.1,1300.0350130000006,9264.969013000002,7964.934,0.009724997493233634
79647.37,80035.54,79377.04,79607.3,2063.08502,2025-04-10 23:59:59.999,164508339.5124926,346011,1105.19205,88129972.5883169,0,79815.06347103385,79854.17338933711,-39.10991830326384,-312.8863948620654,273.77647655880156,0,0.1,1300.0350130000006,9260.765013,7960.7300000000005,-0.00045375219216625684
79607.3,80906.63,78969.58,80842.99,4616.06429,2025-04-11 03:59:59.999,369138159.61667,656602,2396.19759,191796851.74585313,0,79973.20601395173,79927.41906420104,45.78694975069084,-241.15172593951417,286.938675690205,0,0.1,1300.0350130000006,9384.334013000002,8084.299000000001,0.013343282096731635
80843.0,81440.73,80512.22,81266.76,3739.3645,2025-04-11 07:59:59.999,302889380.84465086,433877,1714.48305,138901563.9728373,0,80172.21431949761,80026.62950388985,145.58481560775544,-163.80441763006024,309.3892332378157,0,0.1,1300.0350130000006,9426.711013,8126.6759999999995,0.004515717358450244
81266.76,82985.71,80782.43,82129.67,7672.7781,2025-04-11 11:59:59.999,629988966.2320023,803347,3961.05646,325202103.7625049,0,80473.3613472672,80182.41028137949,290.9510658877116,-72.85332092650589,363.8043868142175,0,0.1,1300.0350130000006,9513.002013000001,8212.967,0.009153881972302047
82129.67,83333.0,81341.22,82521.74,8580.71054,2025-04-11 15:59:59.999,706876435.9088395,1255229,4321.65498,356149173.0376001,0,80788.4965246107,80355.69396424027,432.80256037043,28.27785533288129,404.5247050375487,0,0.1,1300.0350130000006,9552.209013000002,8252.174,0.004121411931419905
82521.74,84220.0,82015.08,83858.28,6974.07284,2025-04-11 19:59:59.999,582621857.5932735,954251,4233.87364,353843196.65196127,0,81260.77090543983,80615.14478170396,645.6261237358704,151.74750901347912,493.87861472239126,0,0.1,1300.0350130000006,9685.863013,8385.828,0.0139919467652041
83858.28,84300.0,83162.0,83423.84,2852.4477,2025-04-11 23:59:59.999,238849144.9833162,319851,1392.31795,116622389.7469476,0,81593.55076614139,80823.19627935551,770.3544867858727,275.46890456795785,494.8855822179149,0,0.1,1300.0350130000006,9642.419013,8342.384,-0.004485299858328684
83423.83,83572.0,82792.95,82973.13,2097.25786,2025-04-12 03:59:59.999,174487470.7573382,284046,786.8041,65479705.1866174,0,81805.79372519656,80982.45062903289,823.3430961636768,385.0437428871017,438.2993532765751,0,0.1,1300.0350130000006,9597.348013,8297.313,-0.004674242007035256
82973.14,83830.62,82856.86,83724.92,2219.56474,2025-04-12 07:59:59.999,185221865.526723,309694,1303.92091,108831470.4646241,0,82101.04392132018,81185.59650836379,915.4474129563896,491.12447690095934,424.32293605543026,0,0.1,1300.0350130000006,9672.527013,8372.492,0.007833309774550878
83724.92,84031.87,83305.91,83528.3,2026.01827,2025-04-12 11:59:59.999,169425619.2240653,269603,945.17285,79044551.6795621,0,82320.6217795786,81359.13010033684,961.4916792417644,585.1979173691203,376.29376187264404,0,0.1,1300.0350130000006,9652.865013,8352.83,-0.0020327676494027447
83528.3,85402.9,83474.94,85008.4,7502.18643,2025-04-12 15:59:59.999,634298965.4438288,812066,4225.88093,357395847.1830973,0,82734.1261211819,81629.44638920078,1104.6797319811158,689.0942802915195,415.5854516895963,0,0.1,1300.0350130000006,9800.875013,8500.84,0.015333271500292067
85008.4,85258.29,84421.95,84943.4,2205.95168,2025-04-12 19:59:59.999,187235453.8998246,399935,993.68304,84348797.9601361,0,83074.01441023083,81874.92443444516,1199.0899757856678,791.0934193903491,407.99655639531863,0,0.1,1300.0350130000006,9794.375013,8494.34,-0.0006632060904131487
84943.39,85905.0,84877.61,85276.9,2419.76539,2025-04-12 23:59:59.999,206733878.07497153,425852,1271.26461,108646900.309431,0,83412.91988557993,82126.92262448625,1285.997261093682,890.0741877310157,395.9230733626663,0,0.1,1300.0350130000006,9827.725013000001,8527.69,0.0034050156294542777
85276.91,86100.0,84724.91,85432.31,6091.99475,2025-04-13 03:59:59.999,520126386.0055844,568756,3748.37073,320110730.7680139,0,83723.59528779841,82371.76613378356,1351.8291540148493,982.4251809877825,369.40397302706685,0,0.1,1300.0350130000006,9843.266013,8543.231,0.0015813425771926681
85432.31,85436.68,84399.42,84413.1,5329.09879,2025-04-13 07:59:59.999,451254056.05729616,423436,1538.44022,130290434.5372949,0,83829.67293582943,82522.97604979959,1306.6968860298366,1047.2795219961934,259.41736403364325,0,0.1,1300.0350130000006,9741.345013000002,8441.310000000001,-0.010354388458606256
84413.1,84949.86,84216.15,84528.66,2109.38782,2025-04-13 11:59:59.999,178398297.3045216,328049,1127.25397,95351797.3114477,0,83937.20940724028,82671.54523129591,1265.6641759443737,1090.9564527858295,174.70772315854424,0,0.1,1300.0350130000006,9752.901013,8452.866,0.001186283822673051
84528.66,84700.0,83480.67,83849.66,3752.76,2025-04-13 15:59:59.999,315398474.0363798,542117,1698.09937,142761372.4608471,0,83923.74026766485,82758.81299194066,1164.9272757241852,1105.7506173735007,59.17665835068442,0,0.1,1300.0350130000006,9685.001013000001,8384.966,-0.006962031082802245
83849.66,84990.22,83050.0,83981.31,4094.28687,2025-04-13 19:59:59.999,344996896.4479367,663013,1978.40247,166764416.2338742,0,83932.59714956257,82849.36832587098,1083.228823691592,1101.2462586371191,-18.017434945527157,-1,0.0,9689.767882,9689.767882,0.0,0.0004921908623034543
83981.32,84446.31,83034.23,83760.0,3302.51358,2025-04-13 23:59:59.999,275932265.5875367,750508,1568.11233,131024494.7817058,0,83906.04374193757,82916.82252395462,989.2212179829512,1078.8412505062856,-89.62003252333443,0,0.0,9689.767882,9689.767882,0.0,0.0
83760.0,85544.3,83678.0,84566.03,9144.98601,2025-04-14 03:59:59.999,775559125.6197,886097,4881.57639,414222022.59093666,0,84007.5800893318,83038.98604069871,968.5940486330801,1056.7918101316445,-88.19776149856443,0,0.0,9689.767882,9689.767882,0.0,0.0
84566.04,85110.0,84211.06,84580.76,3626.62247,2025-04-14 07:59:59.999,306875151.52392125,426028,1342.43518,113623611.8273369,0,84095.76161404997,83153.19151916547,942.5700948845042,1033.9474670822165,-91.37737219771225,0,0.0,9689.767882,9689.767882,0.0,0.0
84580.77,84965.34,84250.0,84927.55,2672.53505,2025-04-14 11:59:59.999,226288670.54822913,417944,1348.53954,114218411.0772403,0,84223.72905804229,83284.62548070877,939.103577333517,1014.9786891324766,-75.87511179895955,0,0.0,9689.767882,9689.767882,0.0,0.0
84927.56,85799.99,83709.25,84101.16,6912.0794,2025-04-14 15:59:59.999,586414878.5997024,1059383,3660.65345,310808112.1822171,0,84204.87227988194,83345.10951917479,859.7627607071481,983.935503447411,-124.17274274026283,0,0.0,9689.767882,9689.767882,0.0,0.0
84101.16,85208.1,83863.63,84923.07,4493.01122,2025-04-14 19:59:59.999,380696725.0160354,786176,2879.14606,244101471.36156073,0,84315.36423682318,83461.99548071739,853.3687561057886,957.8221539790866,-104.45339787329794,0,0.0,9689.767882,9689.767882,0.0,0.0
84923.07,84971.7,84424.52,84591.58,1809.85933,2025-04-14 23:59:59.999,153298253.7739408,345894,1084.23867,91842370.1013257,0,84357.85896961961,83545.66840807167,812.1905615479482,928.6958354928589,-116.50527394491075,0,0.0,9689.767882,9689.767882,0.0,0.0
84591.58,85415.1,84347.97,85379.96,2777.45814,2025-04-15 03:59:59.999,236090467.6629752,461135,1565.9503,133133153.3565757,0,84515.10528198583,83681.54185932562,833.5634226602124,909.6693529263297,-76.1059302661173,0,0.0,9689.767882,9689.767882,0.0,0.0
85379.97,85879.1,85157.6,85716.77,3160.5593,2025-04-15 07:59:59.999,270416858.8204642,331473,1636.95296,140075320.2303259,0,84699.97677706493,83832.29949937557,867.6772776893631,901.2709378789364,-33.59366018957326,0,0.0,9689.767882,9689.767882,0.0,0.0
85716.77,86000.0,85351.0,85589.23,3075.38498,2025-04-15 11:59:59.999,263711287.694208,341394,1449.47029,124333543.2240789,0,84836.78496520879,83962.44249942183,874.3424657869618,895.8852434605415,-21.54277767357962,0,0.0,9689.767882,9689.767882,0.0,0.0
85589.23,86496.42,84623.73,84918.14,6756.03523,2025-04-15 15:59:59.999,577922991.5880009,924119,3545.62303,303590802.2705774,0,84849.30112440744,84033.23490687207,816.0662175353791,879.9214382755091,-63.855220740129994,0,0.0,9689.767882,9689.767882,0.0,0.0
84918.15,85146.55,83921.19,83998.52,2674.08979,2025-04-15 19:59:59.999,225895504.26234633,511540,1217.4219,102868075.0217136,0,84718.41172065245,84030.66343228894,687.7482883635093,841.4868082931092,-153.73851992959987,0,0.0,9689.767882,9689.767882,0.0,0.0
83998.51,84235.85,83600.0,83643.99,2467.46784,2025-04-15 23:59:59.999,206935304.36760607,340872,1023.94224,85894859.0640936,0,84553.1160713213,84002.0209558231,551.0951154982031,783.4084697341281,-232.31335423592498,0,0.0,9689.767882,9689.767882,0.0,0.0
83643.99,83960.0,83111.64,83695.66,2463.72865,2025-04-16 03:59:59.999,205832190.83628032,423961,1233.68776,103095352.1085743,0,84421.19975265648,83979.32755168805,441.87220096842793,715.1012159809881,-273.2290150125601,0,0.0,9689.767882,9689.767882,0.0,0.0
83695.66,83814.0,83212.64,83363.17,3071.39491,2025-04-16 07:59:59.999,256550284.84021968,322936,1573.1498,131440052.725255,0,84258.42594455548,83933.686251563,324.73969299247256,637.028911383285,-312.2892183908125,0,0.0,9689.767882,9689.767882,0.0,0.0
83363.17,84127.05,83140.89,84048.11,2832.84259,2025-04-16 11:59:59.999,237336664.76666567,443452,1495.10179,125277679.4225816,0,84226.0696453931,83942.16208478056,283.9075606125407,566.4046412291362,-282.49708061659555,0,0.0,9689.767882,9689.767882,0.0,0.0
84048.36,85270.27,83512.2,84846.58,4587.02932,2025-04-16 15:59:59.999,387148148.5177691,668811,2311.09777,195047700.17833647,0,84321.53277687108,84009.15600442645,312.376772444637,515.5990674722365,-203.22229502759944,0,0.0,9689.767882,9689.767882,0.0,0.0
84846.58,85500.0,83275.0,84334.01,6228.17039,2025-04-16 19:59:59.999,524943506.4594059,1073895,3099.63418,261285660.97387633,0,84323.45234966015,84033.21926335782,290.2330863023235,470.5258712382539,-180.2927849359304,0,0.0,9689.767882,9689.767882,0.0,0.0
84334.0,84679.53,84024.0,84030.38,1684.07933,2025-04-16 23:59:59.999,142099235.7805835,331675,744.0977,62793384.0762131,0,84278.36429586628,84033.00894755354,245.35534831274708,425.4917666531526,-180.1364183404055,0,0.0,9689.767882,9689.767882,0.0,0.0
84030.38,84496.0,83814.48,83994.23,1420.43568,2025-04-17 03:59:59.999,119466309.3218467,301924,680.43111,57234098.103753,0,84234.65132727147,84030.13643291994,204.51489435152325,381.2963921928267,-176.78149784130346,0,0.0,9689.767882,9689.767882,0.0,0.0
